sourceFile	postId	title	status	start	end	days	total_pct	annual_pct	sharpe	maxdd_pct	objective	gate	epoch
strategies/2026-06-28_五福闹新春V3_5_全网还原度最高的PT迁移版v1附回测截图-0d5f2d8b.py	0d5f2d8ba58a52be7ef54781a500fe5c	五福V3.5 PT迁移	normalized	2022-01-01	2023-12-31	729		38.63	1.22	23.10	0.1553	fail	2
strategies/2026-05-15_海龟交易体系_股票版-11406b82.py	11406b828df0987573b95815e75cf737	海龟交易体系（股票版）	normalized	2022-01-01	2023-12-31	729		0.00	0.00	0.00	0	fail	2
strategies/2026-06-01_etf基金溢价-改进版-高收益低回撤-速度已最优-15c36e0c.py	15c36e0ce892a62b264d518d2aa5df31	etf基金溢价-改进版-高收益低回撤-速度已最优	normalized	2022-01-01	2023-12-31	729		177.88	8.87	21.46	1.5642	pass	2
strategies/2026-07-08_五福闹新春_v5_2-已解密_别再被13_10狙击了_快跑-17b3b439.py	17b3b439a5e5626a9bdaaa06c4d49728	【五福闹新春】v5.2-已解密。别再被13:10狙击了，快跑	normalized	2022-01-01	2023-12-31	729		83.54	2.87	14.99	0.6855	pass	2
strategies/2026-05-23_策略变身_七星高照ETF轮动策略V1_7成功变身-19ca0e69.py	19ca0e6921d632677403fb2a900226bf	【策略变身】七星高照ETF轮动策略V1.7成功变身	normalized	2022-01-01	2023-12-31	729		32.72	1.33	18.60	0.1412	fail	2
strategies/2026-07-03_上升趋势策略_少交易_试仓确认_盈利后加仓_趋势破坏退出-1a3789bf.py	1a3789bf86cd8ccae6f7cbcf8234f3de	上升趋势策略 ：少交易、试仓确认、盈利后加仓、趋势破坏退出	normalized	2022-01-01	2023-12-31	729		-15.08	-1.01	31.46	-0.4654	fail	2
strategies/2026-07-10_红利价值策略_年化稳赚37_的低频高股息策略-1a8a41cf.py	1a8a41cf1a02b3e95414344931d866d4	红利价值策略：年化稳赚37%的低频高股息策略	normalized	2022-01-01	2023-12-31	729		17.30	0.66	14.44	0.0286	fail	2
strategies/2026-07-13_五福51-三状态V5-分母2万-11年219倍回撤17-1c4d2393.py	1c4d2393b69e0268c81f27002fb31ce1	五福51-三状态V5-分母2万-11年219倍回撤17%	normalized	2022-01-01	2023-12-31	729		28.43	0.96	16.68	0.1175	fail	2
strategies/2026-06-12_10年14倍_最大可容500w资金etf轮动策略-1c96e06b.py	1c96e06b0292c5880cac1ac24b38468a	10年14倍！最大可容500w资金etf轮动策略	normalized	2022-01-01	2023-12-31	729		23.32	1.28	15.71	0.0761	fail	2
strategies/2026-07-01_小市值多体系融合版本_不择时不风控也能60-1d995d0b.py	1d995d0b92617b5e14e67629679ac7da	小市值多体系融合版本，不择时不风控也能60%+	normalized	2022-01-01	2023-12-31	729		40.06	1.55	23.09	0.1697	pass	2
strategies/2026-07-21_从想法到策略_我如何让_AI_帮我评审量化回测-23584678.py	23584678e87d760cef5d12a0b778d377	从想法到策略，我如何让 AI 帮我评审量化回测？	normalized	2022-01-01	2023-12-31	729		68.39	2.37	15.72	0.5267	pass	2
strategies/2026-06-10_连阳倍量首板高开_1进2_收益823_回撤13-25898ae1.py	25898ae1accce575fb6a443ab0990293	连阳倍量首板高开 1进2 收益823% 回撤13%	normalized	2022-01-01	2023-12-31	729		1.98	-0.06	31.79	-0.2981	fail	2
strategies/2026-06-11_慢就是快_低频交易也能博得高收益-2596a8ab.py	2596a8ab9fe4fe80fbebf1588991f4a4	慢就是快，低频交易也能博得高收益	normalized	2022-01-01	2023-12-31	729		29.27	0.92	25.12	0.0415	fail	2
strategies/2026-07-18_文竹3_3更新_年化18_34_最大回撤10_68-289177df.py	289177df0a48233cd04b253bba7b2379	【文竹3.3更新】年化18.34%|最大回撤10.68%	normalized	2022-01-01	2023-12-31	729		8.34	0.51	10.68	-0.0234	fail	2
strategies/2026-06-12_动态仓位超高收益低回撤小市值策略_五年20倍-2a4882de.py	2a4882def055ce12441a0aba6f1ca7fd	动态仓位超高收益低回撤小市值策略，五年20倍	normalized	2022-01-01	2023-12-31	729		85.90	3.31	11.30	0.746	pass	2
strategies/2026-05-20_四择时高息低价小市值和白马大市值轮动-2f5bc859.py	2f5bc8596aa24d07126677f70869b556	四择时高息低价小市值和白马大市值轮动	normalized	2022-01-01	2023-12-31	729		59.16	2.67	13.52	0.4564	pass	2
strategies/2026-07-07_网格交易策略-年化30_-网格大法好_熊市不用跑-32021d45.py	32021d45040061b43a8bb22ce49a068f	【网格交易策略-年化30%+】-网格大法好，熊市不用跑~	normalized	2022-01-01	2023-12-31	729		33.79	1.19	19.68	0.1411	fail	2
strategies/2026-07-12_凯利公式_均值回归_只做牛市下的反弹_效果看起来还是可以的-332d3a33.py	332d3a3313f302412e6ccfb7c5b84011	凯利公式+均值回归（只做牛市下的反弹），效果看起来还是可以的	normalized	2022-01-01	2023-12-31	729		-15.15	-1.60	29.53	-0.4468	fail	2
strategies/2026-06-29_开盘前输出当日交易计划的趋势跟踪策略-33b1b1e3.py	33b1b1e340034a24a150c10749260a0e	开盘前输出当日交易计划的趋势跟踪策略	normalized	2022-01-01	2023-12-31	729		41.84	1.94	12.48	0.2936	pass	2
strategies/2026-06-30_继上一篇文章按分钟回测版-2026年153-36eeb73f.py	36eeb73feab31e7f9b2323c3c350f11b	继上一篇文章按分钟回测版-2026年153%	normalized	2022-01-01	2023-12-31	729		9.10	0.17	20.19	-0.1109	fail	2
strategies/2026-06-01_策略组合_优质小市值周换手与ETF轮动策略组合-3a5ab0c1.py	3a5ab0c1319f2c23a37a7f58ed646277	【策略组合】优质小市值周换手与ETF轮动策略组合	normalized	2022-01-01	2023-12-31	729		46.71	2.57	9.75	0.3696	pass	2
strategies/2026-05-23_三马七星172-大池子-11年收益346倍回撤15_68-3c462ece.py	3c462ece6b24117f67aab4b16bee94c8	三马七星172-大池子-11年收益346倍回撤15.68	normalized	2022-01-01	2023-12-31	729		51.08	2.52	12.71	0.3837	pass	2
strategies/2026-07-06_大道无形我无道-41553ad7.py	41553ad757343eda5786b428abdf3fe1	大道无形我无道	normalized	2022-01-01	2023-12-31	729		-4.75	-0.38	21.98	-0.2673	fail	2
strategies/2026-07-16_聚宽三马框架整合七星_五福策略-46158d11.py	46158d1180355b9fd56df5771e0494b3	聚宽三马框架整合七星+五福策略	normalized	2022-01-01	2023-12-31	729		15.82	0.61	13.78	0.0204	fail	2
strategies/2026-07-20_五福V5_2转pt跑通啦-4660b6d0.py	4660b6d03c8e7cc6f40719e3ce397f28	五福V5.2转pt跑通啦！	normalized	2022-01-01	2023-12-31	729		83.54	2.87	14.99	0.6855	pass	2
strategies/2026-05-23_近4个月狂揽62_六年11倍_ETF双池动量轮动-46f583dd.py	46f583dd76e7884710faa7c774321eba	近4个月狂揽62%！六年11倍 ETF双池动量轮动	normalized	2022-01-01	2023-12-31	729		14.04	0.34	30.97	-0.1693	fail	2
strategies/2026-07-13_从克隆别人策略到自己造模型_一个老股民的量化探索手记-4bc24480.py	4bc2448002195bcf40c121532ef4e087	从克隆别人策略到自己造模型——一个老股民的量化探索手记	normalized	2022-01-01	2023-12-31	729		33.60	1.71	9.57	0.2403	pass	2
strategies/2026-06-16_七星高照5_1_五福闹春5_0_三马七星1_7实测收益对比-4c494c9c.py	4c494c9c665fc7d0544fcd58e3f7a9f2	七星五福三马实测对比	normalized	2022-01-01	2023-12-31	729		23.32	1.12	14.43	0.0889	fail	2
strategies/2026-06-05_低位3连阳首板接力-年化1602_-第1版-4cce4058.py	4cce405819b82e90d004f1116e853c8a	低位3连阳首板接力-年化1602%-第1版	normalized	2022-01-01	2023-12-31	729		9.10	0.16	23.68	-0.1458	fail	2
strategies/2026-05-23_五福闹新春_v5_0-动态池的水太深你把不住-4d4705e1.py	4d4705e115272508e38143ed7adfca82	【五福闹新春】v5.0-动态池的水太深你把不住	normalized	2022-01-01	2023-12-31	729		60.42	2.10	15.72	0.447	pass	2
strategies/2026-06-20_五福v5-差异化滤波方案-11年538倍-深度研报-4fa17009.py	4fa1700992e45989ffbdf160dd17a5af	五福v5-差异化滤波方案-11年538倍-深度研报	normalized	2022-01-01	2023-12-31	729		80.15	2.61	19.62	0.6053	pass	2
strategies/2026-07-15_一年16倍_从涨停板里淘金-夏普15_高盈亏比低回撤-5175b18b.py	5175b18bcaf764c8bcde4967cea6f306	一年16倍！｜从涨停板里淘金-夏普15 高盈亏比低回撤	normalized	2022-01-01	2023-12-31	729		8.96	0.16	23.68	-0.1472	fail	2
strategies/2026-06-06_低位3连阳首板接力-年收益1856_-第3版-51f7b3ab.py	51f7b3aba0a0b9a2768a47ad82011b7b	低位3连阳首板接力-年收益1856%-第3版	normalized	2022-01-01	2023-12-31	729		14.91	0.37	18.18	-0.0327	fail	2
strategies/2026-07-18_更新V2_52_5_年化_回撤17_--七星_红利_宽基-58ec97d9.py	58ec97d9f7513dcee0baff80fc3bee2e	【更新V2】52.5%年化，回撤17%--七星+红利+宽基	normalized	2022-01-01	2023-12-31	729		28.76	1.60	11.19	0.1757	pass	2
strategies/2026-06-28_策略对比还是ETF最优收益904_06-5dfc830e.py	5dfc830e15c7b22cb0258273f0d49373	策略对比还是ETF最优收益904.06%	normalized	2022-01-01	2023-12-31	729		23.73	0.81	21.93	0.018	fail	2
strategies/2026-06-21_低开小市值_年化105_最大回撤20-5e874b5b.py	5e874b5b8c431d3ff4054da2b7b66352	低开小市值，年化105%，最大回撤20%	normalized	2022-01-01	2023-12-31	729		104.41	4.55	10.30	0.9411	pass	2
strategies/2026-06-26_从涨停板里淘金_首板次日竞价买入策略-69ca427f.py	69ca427f3a313aeb0edf456347078399	从涨停板里淘金 — 首板次日竞价买入策略	normalized	2022-01-01	2023-12-31	729		9.10	0.16	23.68	-0.1458	fail	2
strategies/2026-06-22_巴菲特量化交易策略_V1_1-6ad90252.py	6ad9025212970ab32023c589c3bb5329	巴菲特量化交易策略 V1.1	normalized	2022-01-01	2023-12-31	729		0.00	0.00	0.00	0	fail	2
strategies/2026-06-15_这个策略今年很强_点赞回复必回赞_克隆_没积分_模拟盘快到期-6be8cff8.py	6be8cff8592b665ff8edb9c966c9788b	这个策略今年很强，点赞回复必回赞、克隆，没积分，模拟盘快到期	normalized	2022-01-01	2023-12-31	729		12.71	0.40	32.89	-0.2018	fail	2
strategies/2026-06-21_中小板微盘优化稳定-实盘1年持续中-76593fb6.py	76593fb6a4c2a7008bf4ecde57e7f94f	中小板微盘优化稳定-实盘1年持续中	normalized	2022-01-01	2023-12-31	729		95.37	3.86	11.52	0.8385	pass	2
strategies/2026-06-21_小市值低开优化-10年年化近100_回撤15-7a1c225f.py	7a1c225fd35f3d72569a2a9262aba3ae	小市值低开优化-10年年化近100%，回撤15%	normalized	2022-01-01	2023-12-31	729		148.50	5.81	11.12	1.3738	pass	2
strategies/2026-07-10_趋势永存_持续16年跑赢大盘的真正靠谱策略-7c3906c3.py	7c3906c3e46314f34bc2118332ab7a6a	《趋势永存》持续16年跑赢大盘的真正靠谱策略	normalized	2022-01-01	2023-12-31	729		-5.93	-1.05	15.30	-0.2123	fail	2
strategies/2026-06-03_策略研发_三进兵策略与研究报告-7d1012a5.py	7d1012a5369fc50322e45a4a9847ca4b	【策略研发】三进兵策略与研究报告	normalized	2022-01-01	2023-12-31	729		0.00	-0.49	9.00	-0.09	fail	2
strategies/2026-06-29_我要稳稳的ETF轮动宇宙策略_模拟盘已启动-7d6984a3.py	7d6984a305a5c429f4422abe9c456136	我要稳稳的ETF轮动宇宙策略：模拟盘已启动	normalized	2022-01-01	2023-12-31	729		34.96	1.15	17.58	0.1738	fail	2
strategies/2026-07-02_首板放量次日高开买入_--_24年至今3088_53-7ddf9b79.py	7ddf9b7989a0853509756ccd49826206	首板放量次日高开买入 -- 24年至今3088.53%	normalized	2022-01-01	2023-12-31	729		33.73	0.70	54.89	-0.2116	fail	2
strategies/2026-06-30_gap创新_离散度判断-7f7e13ee.py	7f7e13ee082ad1a81d6a2f1ab7ce6967	gap创新+离散度判断	normalized	2022-01-01	2023-12-31	729		24.54	1.07	14.37	0.1017	fail	2
strategies/2026-06-16_小市值_动量止损_没有1和4空仓_回撤15_64-7fc942bf.py	7fc942bf539b45add88e26ec3f8fa0a9	小市值+动量止损（没有1和4空仓）|回撤15.64%	normalized	2022-01-01	2023-12-31	729		4.89	0.26	4.75	0.0014	fail	2
strategies/2026-06-20_中证1000交易策略_低风偏爱好者食用-8101e57b.py	8101e57b409625161bee7d845a97b60c	中证1000交易策略——低风偏爱好者食用	normalized	2022-01-01	2023-12-31	729		-2.54	-0.75	12.98	-0.1552	fail	2
strategies/2026-07-18_五福V5_0_调优记录思考-趋势狙击手_死于装备过载-872daacb.py	872daacb217dae83c158e0056a30e628	五福V5.0 调优记录思考-趋势狙击手，死于装备过载	normalized	2022-01-01	2023-12-31	729		51.60	1.97	10.73	0.4087	pass	2
strategies/2026-06-23_基于乖离率的大类ETF策略_ETF复现之五-8781a24d.py	8781a24d18da17e82c146e8487932ec3	基于乖离率的大类ETF策略（ETF复现之五）	normalized	2022-01-01	2023-12-31	729		63.51	2.30	12.13	0.5138	pass	2
strategies/2026-06-09_七星高照V5_0_动量策略_五福V4_3和七星V5_0对比-897d12a4.py	897d12a428d370d32be74ee8d4de817a	【七星高照V5.0】动量策略，五福V4.3和七星V5.0对比	normalized	2022-01-01	2023-12-31	729		6.31	0.09	28.26	-0.2195	fail	2
strategies/2026-06-19_20260202万得微盘股指数868008-8bafb765.py	8bafb7652f737f5b4d4bc8259a22f062	20260202万得微盘股指数868008	normalized	2022-01-01	2023-12-31	729		24.54	1.08	18.52	0.0602	fail	2
strategies/2026-06-04_一个年化180_逻辑奇怪但是却有效的小市值-8dbd994c.py	8dbd994c14ad8d3d21318f372be4603e	一个年化180%逻辑奇怪但是却有效的小市值	normalized	2022-01-01	2023-12-31	729		140.08	5.66	11.98	1.281	pass	2
strategies/2026-07-11_五福闹新春_v4_3-完全体动态池的实现-917985c4.py	917985c45d61dda13ed5603a8323b7fa	【五福闹新春】v4.3-完全体动态池的实现	normalized	2022-01-01	2023-12-31	729		38.97	1.24	27.40	0.1157	fail	2
strategies/2026-06-27_创业板指长中短动量选股-91e4a8e4.py	91e4a8e4bba018ef85991f9125014ad8	创业板指长中短动量选股	normalized	2022-01-01	2023-12-31	729		-38.40	-1.22	63.77	-1.0217	fail	2
strategies/2026-07-05_低换手红利策略-93379f98.py	93379f98cd48e1246cb0396365872839	低换手红利策略	normalized	2022-01-01	2023-12-31	729		22.61	1.46	9.13	0.1348	fail	2
strategies/2026-07-01_多ETF网格交易策略-年化10_61-9498d93f.py	9498d93fe9feeb169ad93a2c5fbe524d	多ETF网格交易策略-年化10.61%	normalized	2022-01-01	2023-12-31	729		-9.46	-0.90	22.62	-0.3208	fail	2
strategies/2026-07-07_收益狂飙_年化收益100_11年1700倍_绝无未来函数-94d9f1ce.py	94d9f1ce39d9db2b7aabf5875b1599cc	收益狂飙，年化收益100%，11年1700倍，绝无未来函数	normalized	2022-01-01	2023-12-31	729		35.85	1.29	17.38	0.1847	fail	2
strategies/2026-06-22_60倍七星高照_高斯_拉普拉斯-965618d9.py	965618d9fc4da88b4820b6dd107529ba	60倍七星高照+高斯+拉普拉斯	normalized	2022-01-01	2023-12-31	729		24.13	0.83	21.16	0.0297	fail	2
strategies/2026-06-08_十日均线策略-9befa9b8.py	9befa9b8dee359408631307f021fed6c	十日均线策略	normalized	2022-01-01	2023-12-31	729		-9.46	-0.72	23.08	-0.3254	fail	2
strategies/2026-05-21_行业热点资金流入小市值策略2_0-9cba5a29.py	9cba5a29944d27512ac5b057ea1b11e5	行业热点资金流入小市值策略2.0	normalized	2022-01-01	2023-12-31	729		59.79	2.53	18.79	0.41	pass	2
strategies/2026-06-18_年化52_-回撤17_-大小盘多策略-9f6f8188.py	9f6f8188a84cc623f8e39f54d3c7f39c	年化52%-回撤17%-大小盘多策略	normalized	2022-01-01	2023-12-31	729		57.26	3.26	9.55	0.4771	pass	2
strategies/2026-05-31_策略优化_ETF轮动策略优化-V1_7-a593a36d.py	a593a36d119bcbd8b58fb29808c6f64a	【策略优化】ETF轮动策略优化-V1.7	normalized	2022-01-01	2023-12-31	729		28.50	1.02	19.31	0.0919	fail	2
strategies/2026-05-20_双均线择时优化_考虑均线低于一定比例进行卖出判断-a67b6f26.py	a67b6f261c9dfe2da84239e2a95c4f30	双均线择时优化（考虑均线低于一定比例进行卖出判断）	normalized	2022-01-01	2023-12-31	729		-2.54	-0.63	17.41	-0.1995	fail	2
strategies/2026-05-23_五福51-三状态V2版-11年484倍回撤20_5-a722ab8a.py	a722ab8a3df5e496a6ea91415356fd8f	五福51-三状态V2版-11年484倍回撤20.5	normalized	2022-01-01	2023-12-31	729		36.81	1.28	17.90	0.1891	fail	2
